"","lon","lat"
"1857",8.7605741,42.5563436
"1858",-81.1637245,33.836081
"1859",-87.5691735,33.2098407
"1860",-60.0217314,-3.1190275
"1862",-91.1871466,30.4514677
"1863",-73.924782,40.6699582
"1864",-43.1728965,-22.9068467
"1865",-74.072092,4.7109886
"1866",-75.5276699,38.9108325
"1867",-95.973124,36.746805
"1869",-117.590592,33.877806
"1873",-80.2137847,25.751946
"1874",-112.1009424,33.6279291
"1875",120.4818446,14.6416842
"1883",-77.0260856,38.9910958
"1884",-79.0192997,35.7595731
"1885",-86.9080655,40.4258686
"1887",-84.5037164,38.0405837
"1888",-82.5436722,27.763383
"1895",-60.9656452,14.7296251
"1897",-62.6496813,8.3663119
"1898",-158.1848755,21.4359641
"1907",120.4588059,15.1241838
"1908",-1.6162709,6.6666004
"1909",151.2906451,-33.7813348
"1911",35.233154,31.952162
"1912",-4.4213988,36.7212737
"1914",5.928,43.124228
"1915",-87.5691735,33.2098407
"1918",29.2320784,37.6128395
"1919",-122.1260672,48.1989234
"1920",-87.6533404,41.9665404
"1921",-101.9188024,34.9803342
"1922",-85.969951,31.8087678
"1923",-5.8593267,43.3613953
"1927",-112.0280667,41.1396527
"1928",-84.3879824,33.7489954
"1931",-96.7729969,35.9815052
"1934",-88.4153847,44.2619309
"1941",-73.9209701,41.7003713
"1943",-65.4580688,-33.6754417
"1946",-76.6121893,39.2903848
"1950",-92.3246527,38.9529419
"1952",-117.9178555,33.8145685
"1955",-93.2010367,43.1535728
"1961",-122.2276607,47.3069746
"1962",-71.252686,42.3355171
"1966",32.6325098,25.7358533
"1968",121.774017,12.879721
"1969",-61.2335592,10.3757217
"1970",-73.9464769,40.8115504
"1973",-108.5934437,45.7641095
"1974",10.1647233,36.8665367
"1975",-86.5263857,39.165325
"1976",-122.6587185,45.5122308
"1977",121.2389794,14.5181416
"1978",-74.0169693,40.7854949
"1979",-75.5276699,38.9108325
"1981",-95.712891,37.09024
"1982",-90.1994042,38.6270025
"1984",-77.0368707,38.9071923
"1985",-80.187346,26.310596
"1986",-97.342782,31.0982344
"1987",-74.0059728,40.7127753
"1988",-88.0398912,30.6953657
"1989",-97.7625441,35.5067215
"1991",-77.0368707,38.9071923
"1992",-76.2858726,36.8507689
"1994",-96.1756935,43.0797991
"1997",-71.542969,-35.675147
"1999",-80.2907618,25.7050697
"2000",-76.1474244,43.0481221
"2002",2.363927,48.832817
"2003",107.6191228,-6.9174639
"2005",-113.4909267,53.544389
"2009",-84.6266111,38.9989499
"2016",-111.890213,40.5266847
"2017",-156.3770034,20.9194811
"2019",-81.2081203,28.669997
"2021",-111.0937311,39.3209801
"2022",-61.222503,10.691803
"2023",-46.5648481,-23.6898429
"2025",-74.2107006,40.6639916
"2026",-40.2957768,-20.2976178
"2029",3.0879927,45.7788646
"2030",-89.4012302,43.0730517
"2031",-81.602062,41.4811044
"2032",32.8597419,39.9333635
"2033",-57.6277981,-25.2876763
"2034",-118.211936,34.0734277
"2035",-82.5901725,40.7595012
"2037",121.1244847,14.6254827
"2038",-82.9554746,42.4683698
"2039",-95.9618958,36.0404924
"2040",-49.934228,-22.223804
"2041",-79.3831843,43.653226
"2045",-82.3940104,34.8526176
"2046",-95.6296461,37.0327112
"2048",-84.3879824,33.7489954
"2050",120.5960071,16.4023332
"2051",-95.9506456,36.132824
"2057",-43.9385104,-19.909223
"2067",104.195397,35.86166
"2075",-68.9321185,-22.4638195
"2078",-79.3942298,43.645381
"2079",121.0244452,14.554729
"2080",-118.972079,37.648546
"2083",-86.4071055,35.8600794
"2085",-79.1447909,37.3847418
"2086",-81.6852289,41.496211
"2087",-81.655651,30.3321838
"2089",-19.020835,64.963051
"2090",-83.9161935,9.8638091
"2093",120.9842195,14.5995124
"2094",77.0566887,28.4498494
"2098",2.471236,49.030467
"2099",-2.4637136,36.834047
"2100",-83.0764031,42.3837504
"2102",-73.8987469,40.9312099
"2103",-41.4770526,-22.1082658
"2108",-122.272747,37.8715926
"2110",-51.92528,-14.235004
"2111",-86.5313906,35.7574629
"2113",-59.3104685,-33.1503285
"2116",-117.0080059,32.8164677
"2122",22.937506,-30.559482
"2124",-84.1916069,39.7589478
"2127",-43.3433999,-21.7624237
"2130",121.774017,12.879721
"2131",-98.6105703,29.4924424
"2132",-95.3698028,29.7604267
"2134",-122.2913078,37.8271784
"2135",-8.4102573,40.2033145
"2137",37.3899005,40.799058
"2140",32.5825197,0.3475964
"2141",-77.0315913,-12.111062
"2143",-83.1499239,42.2142064
"2144",-123.1987163,45.2101162
"2145",-87.5710898,37.9715592
"2146",-97.3702735,30.3496528
"2147",-86.158068,39.768403
"2149",-73.9922972,40.744987
"2150",-57.0858428,-29.7619121
"2151",-73.9441579,40.6781784
"2152",-82.8373654,34.6834382
"2154",-6.8498129,33.9715904
"2155",-81.8045788,41.3983838
"2157",-96.9769304,30.8532454
"2158",-118.4104684,34.2767691
"2159",121.244445,13.8776626
"2160",-95.6473178,37.0849008
"2162",-82.9532036,34.6856555
"2163",-97.3086742,37.621607
"2166",-74.4056612,40.0583238
"2180",106.8650395,-6.17511
"2193",77.5945627,12.9715987
"2200",-82.500317,27.344435
"2201",-80.4720141,41.2592225
"2203",-8.2193451,43.489646
"2205",-94.5785667,39.0997265
"2208",-85.8176833,40.7833165
"2210",-122.6880503,45.5266975
"2211",-58.4715637,-34.5958969
"2212",-35.200916,-5.7792569
"2215",-119.6981901,34.4208305
"2216",-95.9211655,36.0924395
"2217",-110.7044363,38.3729122
"2221",-122.6781517,45.5269699
"2222",-95.902165,36.047681
"2223",-98.1552872,26.1892409
"2225",-79.2468626,43.1593745
"2228",-1.5490774,53.8007554
"2245",-87.0611412,41.4730948
"2247",-89.6125669,40.6377552
"2248",4.835659,45.764043
"2250",-62.1852877,-33.2838883
"2251",-110.0353825,40.2710771
"2254",-3.8080783,53.0711149
"2256",55.4209317,25.3462553
"2258",107.6191228,-6.9174639
"2259",2.69802,48.842205
"2260",-95.7066411,37.2243403
"2261",-97.4137553,42.0327234
"2263",-60.4956461,-31.7746654
"2264",-83.1499322,42.6583661
"2265",-97.371137,38.9194442
"2266",35.243322,38.963745
"2268",-84.8732835,38.2009055
"2270",3.087025,45.777222
"2271",35.862285,33.854721
"2273",30.3435506,30.8480986
"2274",39.1925048,21.485811
"2275",-118.3672243,33.8026228
"2280",-84.5971474,37.0469087
"2282",-118.2902361,34.0999515
"2286",-71.1969882,-30.604304
"2294",-76.5319854,3.4516467
"2295",-123.1059282,44.6365107
"2296",-53.8346402,-24.2820763
"2302",-93.2956097,44.9922341
"2305",-105.2243356,35.5938074
"2308",-73.9441579,40.6781784
"2310",-93.3513578,45.0421113
"2311",-97.092877,35.0077519
"2313",12.354722,7.369722
"2315",-119.4179324,36.778261
"2316",40.4248192,21.2840782
"2318",-66.9036063,10.4805937
"2319",-105.0166498,39.613321
"2324",-95.3698028,29.7604267
"2325",-70.6692655,-33.4488897
"2326",-117.2897652,34.1083449
"2327",-118.4911912,34.0194543
"2329",-122.6587185,45.5122308
"2331",-118.6800365,34.4762777
"2333",-119.8138027,39.5296329
"2334",-82.3892596,28.0352964
"2336",-8.4863157,51.8968917
"2341",-87.698555,41.9494269
"2345",-81.378447,40.7989473
"2346",-97.4780954,35.6528323
"2350",10.3105674,43.548473
"2353",-87.6297982,41.8781136
"2354",-46.6333094,-23.5505199
"2356",28.9783589,41.0082376
"2357",-73.9848505,40.7217267
"2363",135.1830706,34.6912688
"2365",-70.5906057,-33.6186082
"2366",-46.6333094,-23.5505199
"2367",-122.030568,37.3206798
"2369",-117.5664384,33.8752935
"2371",121.1640903,14.1951396
"2373",-80.8493199,35.497516
"2374",3.876716,43.610769
"2377",-87.6297982,41.8781136
"2379",-90.1994042,38.6270025
"2380",-79.6080052,40.3106793
"2381",9.7443909,45.3794736
"2382",-75.5476876,40.1767688
"2383",-81.0348144,34.0007104
"2384",12.5683372,55.6760968
"2386",100.0614619,9.5339438
"2387",-93.6091064,41.6005448
"2388",-73.087749,41.6032207
"2389",29.9010138,31.197578
"2391",-83.1993186,31.0746445
"2393",-83.8154791,34.319379
"2394",-75.6842858,44.5895244
"2398",-75.6624122,41.408969
"2399",-122.4166041,37.7767964
"2404",-84.7999382,34.1650972
"2405",-5.456233,36.1407591
"2408",-87.516636,33.1564625
"2414",-97.7430608,30.267153
"2415",34.3088255,31.3546763
"2417",-84.4277001,33.6407282
"2418",2.8214264,41.9794005
"2422",2.1228198,41.380896
"2423",-100.3161126,25.6866142
"2425",-79.3370188,43.8561002
"2427",-86.2911024,35.9303417
"2428",-101.3544964,20.6786652
"2430",123.986149,10.412129
"2432",-47.4882762,-23.4557103
"2433",-71.3824374,42.4072107
"2434",-122.6587185,45.5122308
"2435",-44.2829046,-2.5391099
"2436",-122.4333089,45.5425469
"2437",-81.5157535,27.6648274
"2438",-56.0452135,-28.5524101
"2439",-78.1707405,40.2043217
"2440",-1.6777926,48.117266
"2444",-105.7820674,39.5500507
"2445",-72.8042797,41.3266911
"2449",-95.712891,37.09024
"2450",-94.6650196,39.2514567
"2453",-103.6616105,41.8474677
"2460",-93.7365549,30.0929879
"2461",-73.9506774,40.7282702
"2465",-84.0632685,39.7092262
"2474",77.2090212,28.6139391
"2478",-84.9191081,33.732052
"2481",-74.3118212,39.9652553
"2485",99.1966559,61.0137097
"2486",2.1734035,41.3850639
"2487",-82.9987942,39.9611755
"2489",-106.1518934,28.6928779
"2490",-86.1274888,40.0428151
"2491",121.0851097,14.5763768
"2493",22.9444191,40.6400629
"2494",37.4774758,-0.4294535
"2495",31.1859257,27.1783117
"2496",106.8152106,-6.2182585
"2498",-58.5536355,-34.6549073
"2499",-43.2155524,-22.8792069
"2500",-1.470085,53.381129
"2502",-74.0059728,40.7127753
"2503",-61.551,16.265
"2504",-81.4339903,31.3702255
"2505",-3.7037902,40.4167754
"2506",-94.201021,36.367294
"2507",-82.1370889,38.8445251
"2508",-95.9210823,36.0328718
"2509",-96.1103695,36.138286
"2510",0.216872,51.44621
"2511",-2.539603,42.2870733
"2513",-57.4753833,-25.8104581
"2514",-89.4012302,43.0730517
"2515",-95.712891,37.09024
"2516",-102.552784,23.634501
"2517",10.1815316,36.8064948
"2518",4.9387452,52.3771925
"2519",-95.6473178,37.0849008
"2521",-79.1214313,33.4332236
"2528",-46.5427434,-23.694947
"2531",-81.5157535,27.6648274
"2532",-111.6585337,40.2338438
"2534",-95.8100502,29.7948266
"2536",-70.162651,18.735693
"2538",-76.7791365,39.0067768
"2540",-81.1637245,33.836081
"2541",7.3737445,48.079147
"2543",-57.6275384,-32.7001921
"2544",28.9783589,41.0082376
"2545",-6.4923145,54.7877149
"2546",-75.232664,43.100903
"2547",-82.1590521,37.2291595
"2548",-106.4245478,31.6903638
"2549",-99.6699554,19.2691069
"2550",-57.2423411,-25.7643636
"2551",34.758355,32.049357
"2552",-0.57918,44.837789
"2553",-9.1393889,38.7477561
"2555",-96.4049408,42.4963416
"2556",-118.3254606,33.9306067
"2558",-77.042754,-12.0463731
"2559",-43.1728965,-22.9068467
"2560",-77.0368707,38.9071923
"2561",-83.0640417,34.7648176
"2564",-76.8867008,40.2731911
"2565",-81.682247,41.5003192
"2566",-3.7038322,40.4167515
"2569",-121.7030748,37.7013143
"2570",-95.7193149,37.1947118
"2571",121.1644198,13.941876
"2574",-117.8070734,33.8545633
"2575",121.0384987,14.4183645
"2577",123.997295,10.2661822
"2579",-103.3496092,20.6596988
"2580",4.4725249,48.7934092
"2581",-87.9414769,41.7627524
"2583",-87.6297982,41.8781136
"2585",-82.9286428,42.6651965
"2587",-94.1049084,36.3704706
"2588",28.9783589,41.0082376
"2589",-86.0200873,39.8106397
"2590",-80.1448023,40.7866883
"2592",39.1832355,21.5050259
"2593",-70.6692655,-33.4488897
"2594",-80.1917902,25.7616798
"2595",-82.5587689,38.3964711
"2597",-115.1431709,36.1085197
"2598",32.290275,1.373333
"2599",-74.178273,40.6050759
"2601",112.7520883,-7.2574719
"2602",-97.6255874,35.5108448
"2604",-74.0565298,40.7895453
"2606",-56.175485,-34.8798225
"2607",-95.7905026,36.0569759
"2609",-44.2668514,-22.9501014
"2610",-58.3920795,-34.6994795
"2611",-90.1568382,46.469701
"2614",-8.6304976,52.6680204
"2615",-81.4914894,31.1499528
"2616",-89.9720327,35.9597942
"2617",-121.2880059,38.7521235
"2618",9.2229186,45.4342226
"2619",38.2921653,34.570012
"2620",11.2731768,63.7499881
"2621",31.1848307,30.4659929
"2622",31.3038024,29.9619442
"2623",115.8604572,-31.9505269
"2624",-93.2258999,45.5656755
"2627",-3.8725333,36.7837128
"2631",-63.9586111,8.5913073
"2632",-57.9535657,-34.9204948
"2633",46.6752957,24.7135517
"2637",-73.9874105,40.7446072
"2639",-122.2358302,40.1784886
"2645",-2.6817918,42.8591656
"2646",-76.8867008,40.2731911
"2648",-75.3905567,9.3045773
"2649",121.0508645,14.5176184
"2650",-73.922854,40.706851
"2651",-58.3669739,-34.6610756
"2652",-80.0075199,32.8073044
"2654",-73.2452103,-39.8195857
"2655",29.9187387,31.2000924
"2656",-112.0054433,34.7214841
"2658",-84.5143761,33.8839926
"2659",27.1394352,38.3059395
"2660",-82.888276,39.8532057
"2662",-93.7130493,41.6709834
"2663",-46.1709012,-23.5386445
"2664",-122.2029607,37.7503024
"2669",-3.5985571,37.1773363
"2670",-89.3985283,40.6331249
"2671",10.451526,51.165691
"2673",-73.8648268,40.8447819
"2674",-111.1614187,39.723195
"2675",-111.5764087,40.2532608
"2676",-92.0987119,32.4644138
"2677",-95.895984,36.20652
"2678",3.876716,43.610769
"2679",121.7879244,16.9166244
"2682",31.2357116,30.0444196
"2683",-96.3977442,30.1668828
"2689",-64.1887761,-31.4200833
"2691",-95.7099798,37.2278468
"2701",-80.2456045,25.9420377
"2702",-105.1273817,39.9193013
"2705",-96.7851439,33.1399506
"2706",-97.3691633,32.7467865
"2707",-73.9464769,40.8115504
"2709",-75.1652215,39.9525839
"2710",-122.3044697,49.0504377
"2711",-95.9847737,36.1498904
"2712",7.0390904,5.7812306
"2713",-3.9273778,38.9848295
"2717",-88.2039607,41.8847507
"2718",-81.1637245,33.836081
"2720",-111.9400054,33.4255104
"2721",31.2357116,30.0444196
"2723",103.94166,1.376457
"2724",-74.4056612,40.0583238
"2725",-5.5786663,54.373177
"2727",-100.4753267,31.4142317
"2728",-85.6766897,38.1606607
"2731",48.000698,29.3664336
"2732",-89.3985283,40.6331249
"2734",-3.4308381,56.394994
"2735",-95.4197534,35.7615037
"2736",-73.9921932,40.735211
"2737",39.1925048,21.485811
"2739",-78.6903098,43.1706128
"2741",110.8791343,-6.7726186
"2743",-81.6943605,41.49932
"2747",109.3425039,-0.0263303
"2750",-74.4056612,40.0583238
"2754",7.4246158,43.7384176
"2756",-82.3213571,27.9813981
"2758",-81.6745517,36.216795
"2760",-83.1499322,42.6583661
"2761",-82.2318156,39.458681
"2767",-85.7822751,31.6293789
"2768",-122.4781917,37.7236257
"2769",-51.6288018,-29.9591788
"2770",1.489012,48.443854
"2771",-121.805789,38.0049214
"2772",-111.9937114,41.0864102
"2773",121.2412634,14.1648491
"2774",-118.082528,33.85878
"2775",-80.4319588,27.2667987
"2776",-70.3335887,18.2786594
"2777",-87.6297982,41.8781136
"2778",-88.2194713,41.7399225
"2779",-3.8887699,40.4122794
"2782",32.683128,41.249306
"2783",120.993101,14.598213
"2784",-121.3137241,37.9989377
"2785",-95.712891,37.09024
"2787",103.819836,1.352083
"2788",-17.4676861,14.716677
"2789",-78.720695,39.8208055
"2790",-86.6833153,36.4642815
"2791",5.999084,46.251997
"2795",-81.9081937,41.375049
"2796",-118.2436849,34.0522342
"2797",-93.2363797,37.1794211
"2799",5.724524,45.188529
"2800",-74.1854209,40.8067546
"2802",-58.9855547,-27.4518622
"2803",-72.2495231,41.8084314
"2804",2.1253854,13.5115963
"2808",-72.9833,-41.3167
"2811",-120.6596156,35.2827524
"2817",-96.7822508,37.6902964
"2818",-97.3307658,32.7554883
"2819",-155.0868193,19.7241106
"2820",-93.2341459,44.9823591
"2821",-106.4850217,31.7618778
"2822",-97.2803495,37.6777635
"2823",-118.8375937,34.1705609
"2825",4.952125,43.860621
"2826",-81.0624348,33.9825755
"2827",-97.4397247,37.7056522
"2830",120.984991,14.575334
"2833",-83.727997,42.281681
"2835",-122.1835438,38.0462367
"2836",-66.0033838,18.3563169
"2838",122.9563021,10.6840053
"2839",-87.9922684,15.5149204
"2841",-95.7099399,37.2248982
"2843",5.5676425,43.2926781
"2845",-81.1637245,33.836081
"2846",-1.3180042,34.8884062
"2847",-91.6656232,41.9778795
"2850",6.1757156,49.1193089
"2851",-3.7037902,40.4167754
"2857",-87.6297982,41.8781136
"2860",-56.6791979,-36.6863655
"2862",-110.983303,32.1652336
"2863",-42.0540813,-22.0606933
"2866",-1.0879769,50.8197675
"2867",-96.8203596,32.7482407
"2870",-122.9006951,47.0378741
"2871",-118.2436849,34.0522342
"2872",151.2092955,-33.8688197
"2873",-78.7884384,42.9648902
"2875",-75.2023233,39.9562296
"2876",-67.0242062,18.4703856
"2877",-97.5164276,35.4675602
"2878",-75.4794257,10.3910485
"2879",30.0665236,37.4612669
"2881",-75.5812119,6.244203
"2882",-51.070535,0.0355735
"2883",-81.8418006,41.2381096
"2885",2.208519,49.113904
"2886",-87.8211854,42.5847425
"2887",-1.4043509,50.9097004
"2888",-74.4581437,40.5335636
"2890",-95.712891,37.09024
"2892",-66.590149,18.220833
"2897",19.040235,47.497912
"2899",-76.778998,37.371122
"2900",-87.7803396,41.9882965
"2901",-93.5113193,44.9689936
"2905",-38.5016301,-12.977749
"2907",-51.2176584,-30.0346471
"2912",-73.0816584,41.5347118
"2915",121.0851097,14.5763768
"2916",-79.3831843,43.653226
"2921",3.1442651,50.6232523
"2922",-96.8645856,32.7362591
"2924",-112.1251372,33.8543346
"2925",-87.748104,42.017959
"2926",-76.821392,39.453296
"2927",-95.712891,37.09024
"2928",-84.5453439,42.7475535
"2931",-109.8744051,43.6962562
"2932",-3.9215541,40.2783308
"2933",-57.575926,-25.2637399
"2934",30.4357631,40.6939973
"2936",121.1710389,14.9967842
"2938",-122.2711137,37.8043637
"2939",-79.3831843,43.653226
"2941",2.213749,46.227638
"2943",-95.712891,37.09024
"2944",-99.133208,19.4326077
"2945",-99.1773847,19.4270037
"2946",-110.9559192,29.0729673
"2947",-77.3663538,35.612661
"2948",-73.1233889,40.9123761
"2949",-79.9558968,39.629526
"2950",-96.5772109,33.4214995
"2951",29.9187387,31.2000924
"2954",-76.503082,39.6240049
"2957",-74.097368,40.926089
"2958",-97.9908366,26.1595194
"2959",-77.439372,37.5420336
"2960",121.016508,14.5122739
"2962",-70.3975022,-23.6509279
"2963",-89.5192484,34.3664951
"2964",-74.5751557,39.3398382
"2968",-83.7129935,41.7189392
"2971",-78.243328,37.9600805
"2972",-82.350536,40.409464
"2974",-0.226624,51.979074
"2975",41.4712733,20.0217407
"2976",-110.3308814,29.2972247
"2979",-82.8270846,27.9775301
"2980",-78.6568942,37.4315734
"2981",29.0963328,37.7830159
"2985",-75.690601,4.8087174
"2986",21.29492,49.97976
"2989",29.0609636,40.1885281
"2990",15.2000001,45.1
"2991",-82.3248262,29.6516344
"2992",-118.4049001,34.0697851
"2994",-118.4481299,34.1811936
"2995",-72.5903739,-38.7359018
"2996",-81.4403898,41.1595005
"2997",-73.9772754,40.7368724
"2999",-49.0717331,-26.9165792
"3000",-72.6454469,41.9242917
"3001",121.1364239,24.6922911
"3002",-91.9222598,44.9035894
"3004",-66.6140616,18.0110768
"3005",121.0793705,14.1007803
"3007",-81.5157535,27.6648274
"3008",-38.5016301,-12.977749
"3011",4.89236,44.933393
"3013",-58.3792534,-34.7678337
"3014",-95.988697,36.751886
"3015",-77.1945247,41.2033216
"3017",-74.097368,40.926089
"3018",-46.4873892,-23.9634651
"3020",-87.857835,41.7689207
"3026",-122.4781917,37.7236257
"3027",-3.188267,55.953252
"3036",-8.4352505,40.440347
"3037",-80.2133808,26.1403635
"3038",-118.2914872,33.9891116
"3039",-84.2700179,37.8393332
"3041",-111.0937311,34.0489281
"3042",121.0449768,14.7565784
"3045",-93.277017,36.637666
"3047",-99.4803241,27.5305671
"3048",-43.1728965,-22.9068467
"3050",-95.556035,37.2691436
"3051",29.9305958,40.764546
"3052",-73.0014946,40.8687096
"3054",-73.9441579,40.6781784
"3055",-91.1871466,30.4514677
"3056",-55.491477,-8.783195
"3057",2.295753,49.894067
"3059",32.5323127,39.9588847
"3060",-117.9506186,33.9608461
"3061",-74.297333,4.570868
"3062",-97.1722732,42.8880517
"3064",-98.1633432,26.3017374
"3065",-93.6540066,42.0403568
"3068",-99.0156554,26.4088523
"3069",-42.0385904,-22.6849181
"3070",-81.6042614,35.7579081
"3071",31.3784704,31.0409483
"3072",-7.6920536,53.1423672
"3077",-64.67768,10.1445691
"3079",-122.293732,47.2501005
"3081",-73.9712488,40.7830603
"3084",-116.8175827,33.9302069
"3085",26.5557145,41.6771297
"3087",-83.4589963,35.8081616
"3088",138.252924,36.204824
"3090",-86.357749,30.3774455
"3092",152.8385835,-25.2870656
"3093",-93.3229711,37.1396278
"3095",-75.5812119,6.244203
"3096",-119.9034008,48.0509756
"3099",-117.8653386,34.0202894
"3100",101.6255459,3.146122
"3102",-74.4056612,40.0583238
"3104",-80.0942087,26.9342246
"3107",-84.5919682,44.4983504
"3108",-94.165694,36.0682083
"3109",-75.2769154,39.9649391
"3110",28.9783589,41.0082376
"3111",-0.3882062,51.4828358
"3112",-119.1770516,34.1975048
"3113",-77.5190132,40.0649138
"3114",-91.8187285,30.0035365
"3115",110.4381254,-7.0051453
"3116",-5.93012,54.597285
"3117",-117.0382471,32.5149469
"3118",29.084537,40.1771819
"3119",-122.1810006,47.3649207
"3120",-76.6147395,2.4448143
"3121",32.3018661,31.2652893
"3124",49.5687416,26.9597709
"3125",123.7629465,7.948598
"3126",-57.6086588,-25.2916461
"3127",-75.0259637,39.4863773
"3128",-83.0309143,40.0141905
"3129",-85.4227101,41.0053346
"3130",-78.830597,34.312938
"3131",-123.1207375,49.2827291
"3132",-4.3666166,51.7678022
"3133",-86.0514416,37.3404716
"3135",-122.121512,47.6739881
"3142",-58.0185646,-33.2604441
"3148",-118.2234393,34.0479839
"3150",-98.4936282,29.4241219
"3153",-97.004278,28.837584
"3155",-77.4605399,38.3031837
"3159",-116.419389,34.9592083
"3160",-86.5772177,36.722263
"3161",-91.1464956,30.5121335
"3162",-75.1234469,40.0989173
"3163",121.1028546,14.65073
"3164",54.3773438,24.453884
"3165",-9.2597522,39.0910112
"3166",-88.8139469,35.6145169
"3167",-8.7478619,41.3517302
"3168",28.9783589,41.0082376
"3169",-83.2368072,42.3241153
"3170",-95.9618958,36.0404924
"3171",5.36978,43.296482
"3172",-74.8069813,11.0041072
"3174",-45.9619861,-20.4742488
"3175",49.9777136,26.3926665
"3176",-95.712891,37.09024
"3177",-83.985,42.43472
"3178",-106.4850217,31.7618778
"3179",119.8583772,16.2229069
"3180",36.8976626,-1.210542
"3181",-106.650422,35.0843859
"3182",-99.9018131,31.9685988
"3183",-81.7948103,26.1420358
"3185",50.1971381,26.2171906
"3187",16.3738189,48.2081743
"3188",-84.3879824,33.7489954
"3189",-2.2405035,53.7892877
"3190",-54.5853764,-25.5163356
"3191",-83.0064167,40.129483
"3192",-57.8837173,-34.8730675
"3193",-85.7630885,42.9097484
"3194",-84.4880506,39.1421496
"3196",-4.8494709,38.3770629
"3197",-74.4056612,40.0583238
"3198",5.447427,43.529742
"3202",122.7858791,8.0651754
"3203",-94.7155161,36.6382925
"3206",-73.9464769,40.8115504
"3208",-74.0059728,40.7127753
"3212",-52.3375886,-31.7653989
"3216",35.243322,38.963745
"3217",-3.8676291,40.3232129
"3219",-83.2081437,42.2587949
"3220",-118.2436849,34.0522342
"3221",-80.782127,8.537981
"3222",-82.3017728,27.9903597
"3223",-77.9155395,35.7212689
"3224",-96.8211156,33.0875525
"3225",-0.1909565,51.481663
"3226",-94.5883125,38.9991889
"3228",-122.0807964,37.6688205
"3229",106.6296638,10.8230989
"3230",-16.5790323,13.4548761
"3231",-86.158068,39.768403
"3232",-46.7962319,-23.5372048
"3233",6.1757156,49.1193089
"3235",-74.0254281,40.7737939
"3236",120.9659671,14.6205653
"3237",-97.7430608,30.267153
"3239",-90.5068824,14.6349149
"3240",-95.4112203,37.3456569
"3241",35.2587964,36.9674013
"3242",-169.3154208,41.2689027
"3244",-95.711818,37.2241425
"3245",-58.443832,-23.442503
"3248",-86.9119366,33.4859402
"3251",-97.4394777,35.2225668
"3252",-94.5785667,39.0997265
"3254",-122.346888,37.9520704
"3258",-93.1780836,44.9410056
"3259",-52.8873992,47.5306597
"3260",-79.3831843,43.653226
"3261",-81.4732596,28.4706412
"3263",1.79347,48.989101
"3265",-83.6324022,32.8406946
"3266",-5.6589414,38.6499387
"3269",-98.500025,29.4096
"3270",-0.0117006,51.4414579
"3271",-58.3669739,-34.6610756
"3273",-58.443832,-23.442503
"3275",-0.1840148,45.0420766
"3276",-111.651302,35.1982836
"3277",-105.2210997,39.755543
"3279",-0.0950974,51.4999614
"3281",-118,34.15
"3282",-115.4522623,32.6245389
"3283",8.6821267,50.1109221
"3284",-78.1124705,36.7108133
"3287",-81.5047772,40.8171314
"3288",28.8761483,41.0901319
"3289",-76.6412712,39.0457549
"3292",-81.7733903,26.4643209
"3293",-85.0322444,33.0362218
"3294",-72.589811,42.1014831
"3297",-74.006343,40.7065348
"3298",-71.0588801,42.3600825
"3299",-79.8774042,43.5182991
"3301",-0.4666546,52.1359729
"3302",-123.9226385,45.9931636
"3309",-8.5976729,41.1599366
"3311",-55.9135867,-27.2522918
"3313",-81.6943605,41.49932
"3317",-95.2346387,30.1218815
"3320",-44.2011904,-19.9673078
"3323",-97.0855948,36.706981
"3325",-121.7985323,37.6968555
"3327",4.469936,50.503887
"3331",-81.5157535,27.6648274
"3332",-171.7670809,-13.8461935
"3334",-72.7795419,41.6612104
"3335",-76.8453837,38.8828624
"3336",-77.4037145,36.8780134
"3339",-80.186969,25.7814014
"3342",-120.7401385,47.7510741
"3343",-73.7517983,40.9278769
"3345",-122.9381672,46.1381676
"3347",-2.6817918,42.8591656
"3348",-58.9592643,-34.1633346
"3349",-122.4102312,37.8089292
"3350",-77.0260856,38.9910958
"3351",28.991243,41.103203
"3352",123.5951925,10.0431063
"3353",28.0473051,-26.2041028
"3354",-87.2169149,30.421309
"3355",-102.0779146,31.9973456
"3356",-6.3276528,42.9415707
"3358",-73.9512059,40.8119971
"3359",-80.9898128,34.019322
"3360",-84.5120196,39.1031182
"3366",-0.098234,51.376165
"3370",3.236633,50.173538
"3371",-81.4734515,40.7953357
"3372",136.906398,35.1814464
"3377",-74.072092,4.7109886
"3379",-51.92528,-14.235004
"3380",-74.0059728,40.7127753
"3381",-76.3327095,43.1586786
"3382",-8.807683,39.7495331
"3383",-60.6505388,-32.9442426
"3384",-97.5266886,32.449029
"3385",-73.9973612,41.8570371
"3387",-119.816397,39.5441917
"3388",-86.7894933,36.1363792
"3390",-62.3123776,-32.3637963
"3391",-95.9618958,36.0404924
"3392",45.038189,40.069099
"3393",-60.1575344,-32.6215856
"3394",-118.40853,33.9415889
"3395",-83.0457538,42.331427
"3396",-97.0696545,36.1230466
"3397",-80.06761,32.9228
"3398",-92.8343294,33.5845581
"3399",-49.2648114,-16.6868982
"3401",-48.275484,-18.9127534
"3402",-3.3712457,38.0114236
"3403",-94.113557,36.20657
"3405",-79.6644747,36.3548586
"3406",-75.2176046,40.011293
"3407",-111.6978587,34.3950694
"3408",-79.5133935,33.6590552
"3409",-75.2993417,40.2798274
"3410",-71.0879521,42.3666112
"3411",121.0244452,14.554729
